ta,rh,v,met,clo,thermal_sensation
30.6,55.1,0.5,1.1,0.62,-2
31.6,61.1,0.5,1.1,0.62,2
27.3,39.0,0.1,1.1,0.62,0
27.9,45.8,0.1,1.1,0.62,-2
27.6,42.0,0.1,1.1,0.62,-2
24.8,38.9,0.1,1.1,0.62,0
24.9,41.3,0.1,1.1,0.62,-2
21.9,34.7,0.1,1.1,0.62,-2
21.4,31.9,0.1,1.1,0.62,-2
21.4,36.1,0.1,1.1,0.62,-2
27.3,52.2,0.4,1.1,0.62,-2
13.4,24.1,0.01,1.1,1.6,-1
21.9,23.6,0.06,1.1,1.49,1
19.4,25.2,0.04,1.6,1.79,0
20.5,36.8,0.06,1.4,1.54,0
20.0,39.2,0.07,1.4,1.69,0
19.8,40.9,0.03,1.1,1.72,0
17.4,43.5,0.02,1.1,1.77,0
18.6,43.4,0.02,1.1,1.35,0
19.4,39.9,0.07,1.4,1.85,0
18.5,43.3,0.04,1.7,1.73,-1
19.6,40.9,0.05,1.4,1.61,0
19.9,40.8,0.13,1.1,1.56,0
20.2,40.9,0.05,1.1,1.66,0
18.9,42.1,0.07,1.1,1.7,0
21.8,37.7,0.07,1.6,1.82,0
21.1,37.3,0.05,1.4,1.6,0
21.5,35.3,0.1,1.7,1.55,0
21.9,38.2,0.08,1.7,1.82,0
20.7,38.8,0.06,1.1,1.8,0
17.0,37.7,0.02,1.0,1.07,-1
18.0,38.0,0.03,1.0,1.14,-1
20.0,34.5,0.04,1.0,1.2,2
16.8,34.0,0.03,1.0,1.52,-1
20.0,32.3,0.1,1.4,0.85,2
17.0,45.3,0.03,1.1,0.95,-1
19.6,40.5,0.02,1.0,1.52,-1
20.7,40.7,0.03,1.1,1.22,-1
18.5,40.6,0.05,1.1,1.52,0
19.8,36.5,0.05,1.1,1.3,0
20.1,33.9,0.09,1.1,1.83,1
22.2,36.5,0.06,1.4,1.71,0
22.0,30.1,0.09,1.1,1.62,2
20.2,36.4,0.08,1.1,1.74,0
21.0,33.3,0.14,1.1,1.5,0
15.2,25.9,0.01,1.3,1.44,0
17.0,23.9,0.04,1.1,1.83,0
18.2,21.5,0.03,1.3,1.56,0
20.0,19.4,0.03,1.1,1.54,0
20.5,18.5,0.01,1.3,1.68,0
19.9,18.4,0.06,1.3,1.9,-1
18.3,23.0,0.04,1.3,1.54,0
18.5,24.1,0.03,1.3,2.04,0
16.2,41.3,0.04,1.0,1.64,0
17.6,37.2,0.06,1.0,1.41,0
17.9,36.6,0.09,1.4,1.73,-1
15.6,35.5,0.09,1.1,1.65,0
16.6,36.2,0.05,1.4,1.31,0
18.5,44.3,0.06,1.1,1.26,0
16.3,37.7,0.05,1.4,1.42,0
19.6,46.8,0.04,1.0,1.96,0
20.0,45.5,0.07,1.0,1.66,0
20.9,39.2,0.03,1.1,1.31,0
20.3,36.6,0.07,1.1,1.86,-2
20.4,37.2,0.06,1.1,1.34,0
20.3,36.9,0.04,1.1,1.45,0
20.2,36.9,0.05,1.1,1.27,-1
20.5,36.8,0.05,1.1,1.36,0
20.2,37.7,0.05,1.4,1.62,-1
20.1,37.6,0.05,1.1,1.63,0
20.0,38.5,0.05,1.3,1.92,-1
21.9,32.3,0.05,1.0,1.42,0
20.4,33.9,0.05,1.4,1.65,0
19.0,47.3,0.03,1.0,1.62,0
21.4,22.9,0.05,1.1,1.87,0
21.1,36.6,0.02,1.1,1.02,0
17.7,44.6,0.05,1.1,2.05,0
20.2,37.4,0.02,1.1,2.14,0
20.5,36.9,0.02,1.3,1.79,0
17.0,34.7,0.02,1.1,1.33,-1
17.0,35.0,0.02,1.7,1.75,-1
16.5,36.0,0.13,1.6,1.7,0
17.5,42.3,0.04,1.1,1.85,0
19.2,36.2,0.03,1.2,1.09,0
19.8,33.7,0.03,1.1,1.5,0
19.9,34.4,0.02,1.1,1.89,-1
19.9,35.4,0.04,1.1,1.49,0
19.9,35.5,0.04,1.1,1.83,-1
19.8,36.8,0.02,1.1,1.59,0
19.8,36.8,0.02,1.1,1.95,-1
18.6,39.3,0.03,1.6,2.1,0
19.0,38.5,0.03,1.6,1.67,-1
19.5,37.1,0.01,1.8,1.2,0
19.0,41.3,0.03,1.1,1.76,-1
17.8,42.5,0.07,1.1,1.92,-1
16.9,44.1,0.02,1.3,1.43,-1
16.9,45.4,0.04,1.4,1.59,0
16.7,45.6,0.03,1.3,2.1,0
16.7,43.2,0.05,1.1,2.16,0
17.4,40.0,0.08,1.1,1.94,0
18.1,39.4,0.07,1.4,1.99,-1
17.0,24.7,0.04,1.4,1.55,-1
16.8,22.0,0.04,1.4,1.79,-2
19.1,28.2,0.08,1.1,1.14,0
20.8,36.4,0.02,1.1,1.64,0
19.2,38.8,0.02,1.1,1.59,-1
18.8,39.2,0.01,1.1,1.74,-1
18.8,38.4,0.01,1.1,1.77,-1
17.8,43.8,0.06,1.4,1.55,0
17.9,36.3,0.06,1.4,1.28,-1
16.2,42.8,0.03,1.1,1.47,0
17.7,48.7,0.03,1.1,1.13,0
17.2,44.3,0.04,1.1,1.4,0
18.4,41.9,0.04,1.3,1.57,0
19.3,39.4,0.01,1.1,1.27,2
19.2,39.6,0.03,1.1,1.31,0
20.3,41.0,0.07,1.4,1.92,0
21.2,33.3,0.05,1.4,1.82,0
20.1,36.9,0.09,1.4,1.82,0
18.0,38.3,0.05,1.6,1.64,0
17.4,39.9,0.04,1.3,1.6,0
20.2,35.4,0.05,1.1,0.96,2
18.0,40.1,0.04,1.1,1.83,0
18.2,40.6,0.03,1.1,1.64,0
18.7,36.9,0.01,1.3,2.01,-3
18.5,36.6,0.01,1.1,1.95,-3
19.1,37.7,0.0,1.1,2.05,-3
19.0,38.5,0.03,1.1,1.42,-1
18.3,36.0,0.01,1.1,1.45,0
19.2,36.7,0.01,1.1,1.75,0
18.1,36.1,0.01,1.1,1.85,0
18.1,35.3,0.01,1.3,1.61,-1
18.3,35.3,0.02,1.3,1.56,0
18.1,41.6,0.01,1.5,1.62,0
18.0,42.1,0.01,1.0,2.14,0
17.9,38.4,0.01,1.3,1.55,-1
18.0,40.1,0.04,1.1,1.75,0
21.0,37.5,0.35,1.2,0.47,0
18.2,57.0,0.03,1.6,1.65,-2
16.3,61.2,0.03,1.1,1.01,0
37.0,40.1,0.25,1.1,0.6,2
37.0,40.1,0.25,1.1,0.55,2
37.0,39.6,0.84,1.1,0.7,1
37.0,39.6,1.23,1.4,0.57,1
37.1,39.6,0.23,1.1,0.63,1
37.4,41.3,0.13,1.1,0.57,3
37.2,41.6,0.25,1.1,0.69,3
36.9,42.4,0.42,1.1,0.64,3
36.9,41.8,0.2,1.1,0.67,3
36.3,41.9,0.4,1.3,0.57,2
36.5,41.8,0.63,1.1,0.73,1
36.6,41.9,0.12,1.3,0.59,2
36.6,41.9,0.12,1.1,0.66,2
36.5,41.9,0.71,1.1,0.66,2
36.4,41.5,0.49,1.1,0.79,2
36.4,42.1,0.51,1.1,0.66,2
35.5,42.1,0.52,1.1,0.6,1
35.5,44.1,0.75,1.1,0.6,0
35.5,45.7,0.75,1.1,0.6,1
35.2,46.3,0.41,1.3,0.55,1
35.1,46.9,0.43,1.3,0.68,2
35.4,44.9,0.26,1.3,0.83,1
36.3,42.0,0.73,1.3,0.74,1
36.2,45.1,0.82,1.1,0.68,1
36.1,45.1,0.2,1.1,0.61,1
35.9,44.9,0.6,1.4,0.59,1
35.4,48.4,0.28,1.4,0.63,1
36.8,40.5,0.28,1.1,0.71,3
35.4,48.4,0.53,1.3,0.61,2
33.9,47.2,0.92,1.4,0.67,2
26.0,66.5,0.53,1.3,0.77,0
26.4,66.5,0.58,1.3,0.55,-1
26.5,66.1,0.54,1.3,0.78,0
27.8,67.2,0.84,1.3,0.57,0
28.4,60.9,0.41,1.1,0.83,3
28.9,59.0,0.3,1.1,0.78,0
28.6,59.0,0.38,1.3,0.57,0
27.3,63.0,0.49,1.3,0.59,0
26.7,65.0,0.5,1.3,0.59,0
26.4,66.0,0.53,1.1,0.78,0
26.1,66.5,0.06,1.1,0.78,2
25.9,66.9,0.09,1.1,0.78,0
25.6,68.5,0.42,1.3,0.57,0
26.1,67.1,0.2,1.3,0.78,0
26.3,66.6,0.43,1.3,0.84,0
26.0,66.8,0.06,1.1,0.57,0
26.2,66.6,0.13,1.1,0.59,0
25.8,67.2,0.07,1.1,0.78,0
25.6,67.7,0.06,1.1,0.78,-1
25.7,67.9,0.15,1.1,0.57,0
25.8,67.3,0.49,1.1,0.63,0
25.7,67.2,0.09,1.1,0.78,-1
25.6,67.4,0.22,1.1,0.57,1
25.9,67.4,0.04,1.1,0.79,1
25.5,67.9,0.55,1.1,0.63,1
25.7,68.0,0.03,1.1,0.59,0
26.0,66.7,0.05,1.1,0.6,1
26.2,67.0,0.07,1.1,0.57,0
26.1,66.3,0.17,2.0,0.57,0
36.3,42.9,0.88,1.3,0.6,1
36.6,40.9,0.67,1.1,0.77,1
36.7,40.8,0.26,1.1,0.74,1
36.4,45.3,0.38,1.4,0.53,1
27.6,37.4,0.04,1.4,0.42,0
27.3,39.6,0.1,1.1,0.42,0
27.7,38.5,0.02,1.1,0.59,0
26.4,41.6,0.66,1.2,0.68,0
25.9,42.1,0.7,1.3,0.63,0
25.3,43.7,0.35,1.4,0.63,0
23.9,48.6,0.13,1.4,0.79,1
23.9,48.6,0.13,1.1,0.74,1
24.4,47.1,0.12,1.3,1.0,-1
24.7,46.3,0.1,1.1,0.6,0
24.8,45.8,0.09,1.4,0.6,0
25.0,46.1,0.06,1.1,0.57,-1
25.0,46.1,0.06,1.3,0.61,0
23.3,49.0,0.05,1.1,0.59,0
23.7,49.5,0.31,1.3,0.74,0
23.7,49.5,0.31,1.3,0.74,0
24.9,47.2,0.01,1.1,0.53,-1
24.9,47.2,0.01,1.3,0.74,0
25.4,46.1,0.02,1.3,0.63,0
25.3,42.0,0.39,1.1,0.64,-1
25.5,43.9,0.13,1.1,0.48,0
26.3,41.9,0.26,1.2,0.49,-1
25.3,43.6,0.13,1.3,0.44,0
24.7,45.3,0.13,1.1,0.49,0
24.6,46.1,0.11,1.1,0.54,0
24.2,45.8,0.26,1.1,0.46,-1
36.3,45.0,1.21,1.1,0.74,0
36.4,42.8,0.39,1.3,0.53,3
36.1,44.1,0.3,1.1,0.46,2
36.2,43.4,0.66,1.1,0.4,2
35.6,42.6,0.32,1.4,0.41,3
36.4,40.0,0.46,1.1,0.51,2
36.4,40.9,0.18,1.1,0.55,1
36.4,41.3,0.21,1.1,0.55,1
36.5,40.6,0.14,1.1,0.61,2
36.5,41.1,0.22,1.1,0.58,3
36.3,40.9,0.28,1.1,0.55,2
36.4,40.8,0.3,1.3,0.4,2
36.4,40.4,0.71,1.3,0.56,3
36.7,38.1,0.18,1.3,0.45,3
37.0,39.4,0.13,1.7,0.55,3
37.1,38.4,0.24,1.5,0.49,1
35.6,39.3,0.21,1.4,0.55,1
26.1,67.4,0.48,1.1,0.57,-1
36.3,36.6,0.36,1.7,0.55,0
34.1,53.2,0.94,1.1,0.59,0
34.2,52.8,0.33,1.2,0.46,2
34.8,51.5,0.29,1.3,0.44,2
35.9,46.0,0.28,1.1,0.44,2
36.4,43.6,0.62,1.1,0.57,0
36.5,43.5,0.26,1.4,0.71,2
36.4,43.7,0.71,1.2,0.38,3
36.5,43.8,0.46,1.4,0.5,2
36.4,43.8,0.91,1.1,0.4,1
36.6,43.2,0.37,1.4,0.4,3
36.5,44.6,0.33,1.1,0.4,3
36.6,42.0,0.3,1.1,0.51,0
36.7,40.4,0.31,1.1,0.53,1
34.4,52.7,1.14,1.1,0.4,0
26.0,67.3,0.38,1.1,0.71,0
25.6,67.6,0.3,1.1,0.57,0
25.5,67.5,0.08,1.1,0.78,-1
26.3,64.3,0.16,1.3,0.84,0
26.1,65.0,0.13,1.1,0.71,1
25.8,65.9,0.19,1.1,0.71,-2
25.5,66.2,0.13,1.3,0.79,0
25.9,66.0,0.12,1.1,1.02,0
26.0,64.1,0.37,1.1,0.77,-1
26.1,64.9,0.16,1.1,0.71,-1
26.9,62.5,0.14,1.1,0.71,-1
26.6,62.9,0.26,1.1,0.71,-1
26.7,63.0,0.07,1.1,0.86,1
26.3,62.3,0.29,1.1,0.86,0
26.3,62.5,0.34,1.1,0.71,-1
26.0,64.2,0.14,1.1,0.86,1
26.1,63.4,0.12,1.1,0.86,0
25.9,64.7,0.1,1.0,0.8,-2
25.6,64.6,0.19,1.3,0.9,-1
25.9,64.4,0.16,1.4,0.9,0
26.1,64.0,0.38,1.3,0.75,0
26.5,63.0,0.28,1.2,0.86,0
26.6,62.9,0.06,1.3,0.76,1
27.0,61.6,0.04,1.4,0.94,-1
26.9,61.4,0.07,1.1,0.86,0
27.6,59.9,0.11,1.1,0.65,0
27.5,61.8,0.09,1.2,0.71,0
27.4,61.5,0.11,1.1,0.8,1
27.3,61.2,0.16,1.3,0.71,1
27.6,61.5,0.08,1.1,0.9,0
26.1,65.3,0.12,1.4,0.9,1
26.0,64.6,0.17,1.1,0.9,1
26.1,64.6,0.03,1.3,0.79,0
26.0,65.2,0.27,1.3,0.71,0
25.9,69.1,0.26,1.1,0.7,-1
25.5,68.5,0.11,1.1,0.57,0
25.5,68.1,0.13,1.1,0.67,0
26.6,63.9,0.11,1.3,0.7,1
26.0,66.0,0.13,1.1,0.57,-1
25.7,67.1,0.27,1.2,0.7,0
25.4,67.0,0.18,1.1,0.57,0
25.2,67.9,0.17,1.1,0.7,0
25.0,69.0,0.2,1.1,0.7,1
25.7,67.6,0.13,1.4,0.57,1
26.8,64.7,0.09,1.1,0.53,0
27.3,61.7,0.29,1.1,0.57,-2
27.4,60.9,0.25,1.4,0.7,1
27.7,61.6,0.12,1.1,0.84,0
26.9,62.0,0.73,1.1,0.74,0
25.9,65.8,0.17,1.1,0.7,0
26.9,63.5,0.32,1.4,0.66,0
27.2,60.9,0.26,1.4,0.7,0
26.8,62.5,0.2,1.4,0.57,0
27.0,63.1,0.11,1.1,0.57,1
27.7,61.0,0.16,1.4,0.74,0
27.6,60.7,0.08,1.1,0.57,1
26.0,64.8,0.27,1.1,0.71,-1
26.0,65.4,0.12,1.4,0.9,0
26.3,69.3,0.13,1.1,0.71,-1
26.3,64.0,0.26,1.1,0.9,-1
25.9,64.8,0.23,1.1,0.96,1
25.8,65.5,0.31,1.3,0.63,0
26.0,65.0,0.42,1.3,0.74,0
23.5,47.6,0.07,1.4,0.38,-1
27.4,63.5,0.09,1.1,0.9,0
27.3,63.7,0.62,1.4,0.9,0
25.3,66.8,1.26,1.4,0.78,-1
25.7,65.9,0.56,1.2,0.78,0
25.7,65.5,0.19,1.2,0.72,0
25.7,65.6,0.14,1.2,0.78,0
25.7,66.1,0.37,1.2,0.57,0
25.7,65.8,0.25,1.1,0.71,0
26.0,65.4,0.1,1.1,0.57,0
25.9,65.1,0.04,1.1,0.57,-2
25.8,65.5,0.22,1.1,0.57,0
25.7,65.5,0.38,1.1,0.57,-1
25.6,65.8,0.41,1.1,0.57,0
25.7,65.7,0.14,1.1,0.71,0
25.8,66.8,0.31,1.4,0.78,-1
25.8,65.3,0.43,1.3,0.78,0
25.4,66.1,0.62,1.1,0.78,1
25.6,66.2,0.21,1.1,0.78,-1
25.9,65.7,0.22,1.1,0.67,0
26.0,64.8,0.13,1.1,0.72,1
25.6,65.7,0.31,1.4,0.81,0
25.0,67.2,0.14,1.1,0.59,-1
24.8,68.8,0.12,1.1,0.61,-1
25.0,67.8,0.05,1.1,0.78,-1
25.2,67.4,0.08,1.1,0.57,-1
25.4,66.4,0.09,1.3,0.57,0
25.2,66.8,0.97,1.1,0.78,0
25.2,67.0,0.63,1.3,0.79,0
25.3,67.1,0.13,1.1,0.79,1
25.7,66.0,0.22,1.1,0.78,1
25.7,65.6,0.28,1.1,0.57,0
25.8,65.6,0.32,1.1,0.77,0
25.7,65.9,0.22,1.1,0.57,0
27.4,63.3,0.43,1.1,0.9,0
27.2,64.2,0.7,1.1,0.9,0
26.9,65.4,0.31,1.1,0.9,0
27.0,65.2,0.32,1.1,0.9,-1
27.0,65.0,0.62,1.4,0.9,-1
27.0,64.8,0.18,1.4,0.9,0
26.6,65.4,0.22,1.3,0.9,0
26.1,66.7,0.24,1.3,0.9,-2
26.0,67.0,0.15,1.2,0.9,-2
26.1,67.2,0.15,1.1,0.84,0
26.6,64.8,0.1,1.3,0.84,0
26.5,65.6,0.35,1.1,0.84,-1
27.0,64.1,0.12,1.1,0.71,0
27.5,63.4,0.16,1.1,0.86,1
27.0,63.5,0.52,1.1,0.86,1
27.5,62.3,0.17,1.1,0.9,-1
27.6,61.5,0.11,1.1,0.84,0
27.4,61.5,0.18,1.1,0.71,-1
27.3,61.7,0.09,1.2,0.94,0
27.0,62.4,0.18,1.3,0.9,0
27.0,62.9,0.25,1.1,0.84,-1
27.2,62.4,0.15,1.3,0.9,1
26.6,63.6,0.07,1.3,0.71,0
27.0,62.3,0.09,1.1,0.71,0
26.9,61.9,0.15,1.3,0.71,-1
25.4,66.5,0.86,1.4,0.71,3
25.0,68.4,0.29,1.1,0.65,-2
25.4,67.2,0.28,1.2,0.78,0
27.2,63.2,0.15,1.3,0.9,-1
24.9,44.5,0.05,1.4,0.59,0
24.1,46.3,0.1,1.1,0.6,0
25.2,46.5,0.4,1.3,0.6,0
23.3,49.4,0.07,1.4,0.7,0
23.4,49.6,0.07,1.1,0.58,0
23.2,49.7,0.11,1.1,0.64,-1
23.0,51.0,0.07,1.4,0.7,0
23.1,50.2,0.05,1.1,0.64,-1
23.2,49.8,0.09,1.1,0.7,-1
23.8,48.6,0.11,1.1,0.7,0
23.7,48.5,0.06,1.1,0.7,0
23.6,48.9,0.03,1.1,0.7,0
23.6,49.6,0.1,1.1,0.7,0
23.5,48.7,0.09,1.1,0.7,0
23.1,49.5,0.08,1.1,0.7,0
24.0,50.5,0.07,1.3,0.57,-1
23.8,51.3,0.06,1.7,0.7,-1
23.7,50.7,0.06,1.7,0.7,-1
23.8,51.0,0.08,1.4,0.7,0
23.8,50.0,0.07,1.6,0.7,0
25.3,45.5,0.05,1.1,0.74,0
24.7,45.2,0.03,1.1,0.74,0
24.4,48.8,0.05,1.1,0.74,0
24.1,48.4,0.11,1.1,0.62,0
23.8,48.6,0.05,1.2,0.74,0
24.1,46.6,0.05,1.1,0.74,0
24.3,46.5,0.06,1.4,0.74,0
24.4,45.9,0.07,1.1,0.74,0
24.0,45.9,0.11,1.1,0.74,0
25.0,44.1,0.05,1.2,0.63,-1
23.6,48.1,0.1,1.4,0.7,0
24.8,45.6,0.08,1.1,0.7,0
22.9,49.9,0.09,1.1,0.7,-1
23.2,49.9,0.08,1.3,0.7,0
23.8,46.4,0.1,1.4,0.7,0
23.5,47.8,0.07,1.1,0.58,0
23.4,48.5,0.05,1.1,0.7,0
23.4,47.1,0.07,1.1,0.7,0
23.0,48.1,0.08,1.1,0.7,0
22.9,49.3,0.06,1.4,0.7,-1
23.1,48.4,0.04,1.3,0.7,0
23.2,48.8,0.06,1.1,0.57,0
23.1,47.9,0.07,1.1,0.7,0
22.9,48.4,0.11,1.4,0.7,-1
22.8,49.1,0.14,1.1,0.7,0
22.7,49.5,0.05,1.1,0.58,-1
22.9,49.9,0.06,1.4,0.64,0
23.6,46.6,0.05,1.3,0.84,-1
23.2,49.2,0.05,1.4,0.58,0
23.2,48.8,0.06,1.3,0.7,0
22.8,49.6,0.04,1.1,0.57,-1
22.9,49.9,0.08,1.1,0.7,0
23.1,49.3,0.03,1.1,0.7,-1
22.9,50.4,0.09,1.1,0.7,0
23.5,46.3,0.14,1.1,0.7,0
23.4,49.5,0.1,1.4,0.7,0
23.2,49.9,0.07,1.1,0.55,0
23.0,50.1,0.1,1.3,0.94,-1
22.7,51.3,0.14,1.0,0.7,-1
23.0,51.1,0.11,1.1,0.64,-1
23.1,50.4,0.05,1.1,0.7,0
23.1,50.7,0.11,1.3,0.58,-1
23.3,49.0,0.08,1.4,0.7,0
25.3,42.0,0.04,1.4,0.7,0
22.8,49.3,0.08,1.1,0.57,0
23.2,47.5,0.04,1.3,0.68,0
23.9,46.5,0.03,1.1,0.68,0
24.2,47.9,0.05,1.3,0.74,0
24.1,48.2,0.04,1.1,0.74,0
24.0,49.5,0.09,1.3,0.74,0
34.4,55.0,0.33,1.1,0.52,2
34.4,54.2,0.65,1.1,0.58,1
34.1,55.8,0.44,1.7,0.67,0
34.6,54.9,0.5,1.1,0.7,3
34.6,54.9,0.85,1.1,0.67,3
34.6,55.4,0.55,1.4,0.61,1
34.1,56.8,0.78,1.4,0.55,2
35.8,50.4,1.29,1.1,0.63,3
30.0,41.3,0.35,1.1,0.7,0
33.9,58.1,0.4,1.1,0.42,2
36.5,45.7,0.75,1.1,0.64,2
36.5,46.1,0.75,1.1,0.67,1
36.1,51.4,0.39,1.4,0.42,3
33.6,59.0,0.48,1.1,0.52,2
33.4,59.7,0.44,1.1,0.55,3
35.0,47.0,0.74,1.1,0.57,3
35.3,45.2,0.79,1.1,0.52,0
35.1,45.4,0.98,1.1,0.67,0
35.3,44.0,0.42,1.4,0.63,2
35.4,44.8,0.22,1.1,0.64,0
34.8,49.0,0.48,1.3,0.52,3
34.8,48.3,0.33,1.3,0.67,3
35.0,45.6,1.14,1.1,0.51,2
23.5,47.0,0.09,1.1,0.57,0
23.3,46.9,0.02,1.1,0.55,0
23.4,47.7,0.03,1.1,0.68,0
22.9,47.7,0.03,1.1,0.68,-1
23.3,47.1,0.02,1.1,0.74,1
23.3,47.4,0.04,1.3,0.57,-2
23.0,49.1,0.05,1.3,0.57,-1
23.6,47.2,0.06,1.1,0.82,-1
23.7,46.9,0.05,1.1,0.91,-1
23.6,47.1,0.04,1.1,0.68,0
23.3,47.1,0.04,1.3,0.61,1
23.0,48.8,0.06,1.3,0.57,0
23.0,48.2,0.06,1.3,0.63,0
23.2,48.6,0.08,1.1,0.74,0
23.0,48.3,0.13,1.3,0.74,-1
22.8,47.6,0.04,1.1,0.74,0
22.8,48.4,0.05,1.1,0.74,0
22.7,48.8,0.08,1.1,0.74,-1
22.9,47.7,0.05,1.1,0.57,0
23.0,48.3,0.07,1.1,0.53,-1
22.8,47.7,0.09,1.1,0.74,0
22.7,48.7,0.08,1.1,0.74,0
23.3,48.4,0.09,1.1,0.74,0
23.3,48.2,0.09,1.1,0.55,-1
23.5,47.4,0.03,1.1,0.74,-1
23.3,46.5,0.05,1.3,0.74,0
23.1,47.2,0.02,1.3,0.74,0
22.7,47.9,0.07,1.3,0.57,-2
22.5,48.1,0.06,1.2,0.74,-2
22.6,48.0,0.07,1.1,0.53,-1
23.0,47.3,0.12,1.4,0.74,0
23.1,47.2,0.04,1.1,0.57,-2
22.9,47.6,0.01,1.1,0.74,0
25.0,70.3,0.12,1.3,0.7,-1
23.6,51.7,0.06,1.3,0.74,0
23.3,51.4,0.05,1.4,0.68,0
24.1,49.6,0.13,1.4,0.7,0
24.3,47.9,0.03,1.1,0.7,0
24.5,47.8,0.07,1.7,0.72,0
24.7,47.6,0.04,1.6,0.7,0
24.8,48.0,0.04,1.4,0.7,1
24.5,49.2,0.11,1.1,0.64,-1
24.5,48.3,0.09,1.1,0.7,0
24.5,49.1,0.07,1.1,0.7,1
24.5,48.4,0.07,1.1,0.69,0
24.6,48.2,0.11,1.1,0.78,0
24.4,47.7,0.07,1.1,0.7,1
24.3,48.8,0.11,1.1,0.74,0
24.3,48.2,0.11,1.5,0.7,0
24.1,48.4,0.08,1.1,0.72,0
24.1,48.3,0.04,1.1,0.57,0
24.3,47.6,0.05,1.1,0.72,-1
24.5,48.0,0.12,1.4,0.63,0
24.7,47.2,0.05,1.7,0.64,0
24.8,46.4,0.1,1.7,0.7,0
24.7,47.7,0.05,1.3,0.7,0
24.6,46.5,0.1,1.3,0.7,0
24.4,47.9,0.03,1.4,0.7,-1
24.2,47.2,0.03,1.3,0.53,0
24.3,47.0,0.11,1.7,0.72,0
24.7,45.9,0.06,1.4,0.66,0
23.8,48.5,0.03,1.3,0.72,-1
23.7,49.1,0.13,1.1,0.72,-1
24.4,48.1,0.05,1.4,0.57,0
24.6,46.7,0.05,1.4,0.56,1
24.5,46.5,0.08,1.3,0.92,0
24.1,48.9,0.08,1.3,0.7,1
27.6,38.5,0.4,1.1,0.59,0
26.2,41.4,0.41,1.4,0.53,0
25.3,43.7,0.52,1.3,0.53,0
25.0,44.3,0.44,1.1,0.53,0
24.3,45.4,0.41,1.1,0.59,0
24.7,45.3,0.25,1.3,0.46,0
25.8,42.2,0.29,1.3,0.59,0
27.9,38.4,0.3,1.3,0.59,0
30.6,45.0,0.52,1.3,0.74,0
30.9,44.2,0.35,1.3,0.59,0
31.1,45.3,0.38,1.4,0.72,0
29.8,31.1,0.23,1.1,0.42,0
27.7,34.1,0.12,1.1,0.5,0
23.5,50.9,0.05,1.3,0.7,0
27.4,34.8,0.3,1.1,0.4,0
27.6,34.6,0.15,1.1,0.59,0
27.3,34.8,0.2,1.1,0.59,0
27.0,35.0,0.52,1.1,0.59,0
27.1,36.5,0.26,1.1,0.53,0
24.6,41.8,0.08,1.3,0.53,0
24.4,43.3,0.26,1.1,0.48,0
26.6,42.6,0.6,1.1,0.42,1
28.8,37.1,0.63,1.1,0.4,0
29.0,36.8,0.64,1.1,0.42,1
28.7,34.9,0.1,1.1,0.42,0
24.4,49.3,0.06,1.1,0.7,0
24.0,49.2,0.05,1.2,0.7,0
24.0,48.4,0.07,1.1,0.7,0
27.5,35.0,0.08,1.1,0.49,0
23.2,52.3,0.02,1.3,0.74,0
23.4,51.1,0.06,1.1,0.64,0
23.6,51.0,0.11,1.1,0.7,0
23.9,51.9,0.14,1.1,0.79,0
23.9,51.9,0.15,1.1,0.68,0
23.8,52.8,0.08,1.1,0.68,0
24.2,51.9,0.06,1.3,0.74,0
24.2,51.9,0.06,1.1,0.74,0
24.4,51.1,0.02,1.1,0.74,0
24.3,50.4,0.07,1.3,0.74,0
24.1,51.6,0.06,1.1,0.68,0
24.1,51.6,0.06,1.4,0.68,0
24.0,51.5,0.03,1.4,0.57,0
23.9,52.5,0.11,1.3,0.74,0
24.0,51.8,0.08,1.3,0.74,0
24.0,51.8,0.05,1.1,0.68,0
24.2,50.8,0.02,1.1,0.74,0
24.0,50.2,0.13,1.1,0.63,0
24.0,50.2,0.13,1.1,0.59,0
24.1,51.3,0.04,1.1,0.74,0
24.1,51.3,0.04,1.1,0.74,0
24.3,50.2,0.05,1.1,0.68,0
24.3,50.2,0.05,1.3,0.68,0
24.1,50.6,0.04,1.4,0.74,-1
24.0,51.2,0.04,1.3,0.74,0
23.6,50.6,0.06,1.3,0.74,0
23.4,51.9,0.11,1.1,0.74,-1
23.3,51.4,0.07,1.3,0.74,0
23.1,51.9,0.13,1.4,0.74,-1
23.2,51.8,0.04,1.3,0.68,0
23.9,52.5,0.11,1.3,0.68,0
23.9,52.5,0.11,1.3,0.57,0
23.5,53.7,0.1,1.1,0.55,0
23.5,53.1,0.14,1.1,0.68,0
23.6,50.2,0.08,1.1,0.64,0
23.7,50.7,0.07,1.2,0.7,0
23.8,50.9,0.06,1.2,0.63,0
23.7,51.2,0.06,1.3,0.7,0
23.8,51.2,0.08,1.3,0.7,0
23.9,51.1,0.04,1.7,0.64,0
23.8,51.0,0.11,1.4,0.67,-1
24.3,50.8,0.03,1.1,0.7,0
24.1,52.9,0.08,1.1,0.7,-1
24.3,51.7,0.05,1.7,0.53,1
24.3,49.9,0.12,1.7,0.58,0
24.3,52.5,0.08,1.4,0.7,0
23.7,52.3,0.05,1.1,0.53,0
23.6,50.2,0.06,1.1,0.76,-1
23.6,52.6,0.11,1.3,0.57,0
23.6,51.3,0.06,1.3,0.79,0
23.6,51.3,0.06,1.4,0.74,0
23.6,52.5,0.08,1.1,0.68,-1
